"","Species_Jetz","Family_Jetz","Order_Jetz","CommonName","aveUAI","Species_eBird","Order_eBird","Species_BirdLife"
"2568","Basileuterus bivittatus","Parulidae","Passeriformes","Two-banded Warbler",0.0717043325,"Myiothlypis bivittata","Passeriformes","Myiothlypis bivittata"
"2569","Basileuterus coronatus","Parulidae","Passeriformes","Russet-crowned Warbler",0.1124546505,"Myiothlypis coronata","Passeriformes","Myiothlypis coronata"
"2570","Basileuterus culicivorus","Parulidae","Passeriformes","Golden-crowned Warbler",1.08565395492857,"Basileuterus culicivorus","Passeriformes","Basileuterus culicivorus"
"2571","Basileuterus flaveolus","Parulidae","Passeriformes","Flavescent Warbler",1.551746911,"Myiothlypis flaveola","Passeriformes","Myiothlypis flaveola"
"2572","Basileuterus fraseri","Parulidae","Passeriformes","Gray-and-gold Warbler",1.262362994,"Myiothlypis fraseri","Passeriformes","Myiothlypis fraseri"
"2573","Basileuterus leucoblepharus","Parulidae","Passeriformes","White-browed Warbler",1.525269822,"Myiothlypis leucoblephara","Passeriformes","Myiothlypis leucoblephara"
"2574","Basileuterus luteoviridis","Parulidae","Passeriformes","Citrine Warbler",0.05024048,"Myiothlypis luteoviridis","Passeriformes","Myiothlypis luteoviridis"
"2575","Basileuterus nigrocristatus","Parulidae","Passeriformes","Black-crested Warbler",0.680464802,"Myiothlypis nigrocristata","Passeriformes","Myiothlypis nigrocristata"
"2576","Basileuterus rufifrons","Parulidae","Passeriformes","Chestnut-capped Warbler",0.4592825765,"Basileuterus delattrii","Passeriformes","Basileuterus rufifrons"
"2577","Basileuterus rufifrons","Parulidae","Passeriformes","Rufous-capped Warbler",0.8280610476,"Basileuterus rufifrons","Passeriformes","Basileuterus rufifrons"
"2578","Basileuterus signatus","Parulidae","Passeriformes","Pale-legged Warbler",0.083478441,"Myiothlypis signata","Passeriformes","Myiothlypis signata"
"2579","Basileuterus tristriatus","Parulidae","Passeriformes","Three-striped Warbler",0.468857306333333,"Basileuterus tristriatus","Passeriformes","Basileuterus tristriatus"
"2580","Cardellina rubrifrons","Parulidae","Passeriformes","Red-faced Warbler",0.982337969,"Cardellina rubrifrons","Passeriformes","Cardellina rubrifrons"
"2581","Dendroica caerulescens","Parulidae","Passeriformes","Black-throated Blue Warbler",1.92452978109091,"Setophaga caerulescens","Passeriformes","Setophaga caerulescens"
"2582","Dendroica castanea","Parulidae","Passeriformes","Bay-breasted Warbler",1.84453511578571,"Setophaga castanea","Passeriformes","Setophaga castanea"
"2583","Dendroica cerulea","Parulidae","Passeriformes","Cerulean Warbler",1.1806161415,"Setophaga cerulea","Passeriformes","Setophaga cerulea"
"2584","Dendroica chrysoparia","Parulidae","Passeriformes","Golden-cheeked Warbler",0.174870353,"Setophaga chrysoparia","Passeriformes","Setophaga chrysoparia"
"2585","Dendroica coronata","Parulidae","Passeriformes","Yellow-rumped Warbler",2.00082052990909,"Setophaga coronata","Passeriformes","Setophaga coronata"
"2586","Dendroica discolor","Parulidae","Passeriformes","Prairie Warbler",1.65574802966667,"Setophaga discolor","Passeriformes","Setophaga discolor"
"2587","Dendroica dominica","Parulidae","Passeriformes","Yellow-throated Warbler",1.65456537423077,"Setophaga dominica","Passeriformes","Setophaga dominica"
"2588","Dendroica fusca","Parulidae","Passeriformes","Blackburnian Warbler",1.63940512176471,"Setophaga fusca","Passeriformes","Setophaga fusca"
"2589","Dendroica graciae","Parulidae","Passeriformes","Grace's Warbler",0.73632597275,"Setophaga graciae","Passeriformes","Setophaga graciae"
"2590","Dendroica magnolia","Parulidae","Passeriformes","Magnolia Warbler",1.964261492,"Setophaga magnolia","Passeriformes","Setophaga magnolia"
"2591","Dendroica nigrescens","Parulidae","Passeriformes","Black-throated Gray Warbler",1.71600048577778,"Setophaga nigrescens","Passeriformes","Setophaga nigrescens"
"2592","Dendroica occidentalis","Parulidae","Passeriformes","Hermit Warbler",1.6464288564,"Setophaga occidentalis","Passeriformes","Setophaga occidentalis"
"2593","Dendroica palmarum","Parulidae","Passeriformes","Palm Warbler",2.05511710961905,"Setophaga palmarum","Passeriformes","Setophaga palmarum"
"2594","Dendroica pensylvanica","Parulidae","Passeriformes","Chestnut-sided Warbler",1.619804459375,"Setophaga pensylvanica","Passeriformes","Setophaga pensylvanica"
"2595","Dendroica petechia","Parulidae","Passeriformes","Yellow Warbler",1.88222645,"Setophaga petechia","Passeriformes","Setophaga petechia"
"2596","Dendroica pharetra","Parulidae","Passeriformes","Arrowhead Warbler",0.356006065,"Setophaga pharetra","Passeriformes","Setophaga pharetra"
"2597","Dendroica pinus","Parulidae","Passeriformes","Pine Warbler",1.70051004266667,"Setophaga pinus","Passeriformes","Setophaga pinus"
"2598","Dendroica striata","Parulidae","Passeriformes","Blackpoll Warbler",2.10679547465,"Setophaga striata","Passeriformes","Setophaga striata"
"2599","Dendroica tigrina","Parulidae","Passeriformes","Cape May Warbler",2.09664661977778,"Setophaga tigrina","Passeriformes","Setophaga tigrina"
"2600","Dendroica townsendi","Parulidae","Passeriformes","Townsend's Warbler",1.69126448383333,"Setophaga townsendi","Passeriformes","Setophaga townsendi"
"2601","Dendroica virens","Parulidae","Passeriformes","Black-throated Green Warbler",1.5922716237,"Setophaga virens","Passeriformes","Setophaga virens"
"2602","Ergaticus ruber","Parulidae","Passeriformes","Red Warbler",0.965648311,"Cardellina rubra","Passeriformes","Cardellina rubra"
"2603","Ergaticus versicolor","Parulidae","Passeriformes","Pink-headed Warbler",0.308347292,"Cardellina versicolor","Passeriformes","Cardellina versicolor"
"2604","Euthlypis lachrymosa","Parulidae","Passeriformes","Fan-tailed Warbler",0.202301289,"Basileuterus lachrymosus","Passeriformes","Basileuterus lachrymosus"
"2605","Geothlypis aequinoctialis","Parulidae","Passeriformes","Masked Yellowthroat",2.2025712376,"Geothlypis aequinoctialis","Passeriformes","Geothlypis aequinoctialis"
"2606","Geothlypis nelsoni","Parulidae","Passeriformes","Hooded Yellowthroat",2.528577352,"Geothlypis nelsoni","Passeriformes","Geothlypis nelsoni"
"2607","Geothlypis poliocephala","Parulidae","Passeriformes","Gray-crowned Yellowthroat",1.275005347,"Geothlypis poliocephala","Passeriformes","Geothlypis poliocephala"
"2608","Geothlypis semiflava","Parulidae","Passeriformes","Olive-crowned Yellowthroat",0.070689625,"Geothlypis semiflava","Passeriformes","Geothlypis semiflava"
"2609","Geothlypis speciosa","Parulidae","Passeriformes","Black-polled Yellowthroat",0.802635332,"Geothlypis speciosa","Passeriformes","Geothlypis speciosa"
"2610","Geothlypis trichas","Parulidae","Passeriformes","Common Yellowthroat",1.55552507874286,"Geothlypis trichas","Passeriformes","Geothlypis trichas"
"2611","Helmitheros vermivorum","Parulidae","Passeriformes","Worm-eating Warbler",1.44322762477778,"Helmitheros vermivorum","Passeriformes","Helmitheros vermivorum"
"2612","Icteria virens","Parulidae","Passeriformes","Yellow-breasted Chat",1.43077017610526,"Icteria virens","Passeriformes","Icteria virens"
"2613","Limnothlypis swainsonii","Parulidae","Passeriformes","Swainson's Warbler",1.30280819233333,"Limnothlypis swainsonii","Passeriformes","Limnothlypis swainsonii"
"2614","Mniotilta varia","Parulidae","Passeriformes","Black-and-white Warbler",1.76415260871875,"Mniotilta varia","Passeriformes","Mniotilta varia"
"2615","Myioborus brunniceps","Parulidae","Passeriformes","Brown-capped Redstart",1.5796776325,"Myioborus brunniceps","Passeriformes","Myioborus brunniceps"
"2616","Myioborus melanocephalus","Parulidae","Passeriformes","Spectacled Redstart",0.051031668,"Myioborus melanocephalus","Passeriformes","Myioborus melanocephalus"
"2617","Myioborus miniatus","Parulidae","Passeriformes","Slate-throated Redstart",0.579020587285714,"Myioborus miniatus","Passeriformes","Myioborus miniatus"
"2618","Myioborus ornatus","Parulidae","Passeriformes","Golden-fronted Redstart",0.573306328,"Myioborus ornatus","Passeriformes","Myioborus ornatus"
"2619","Myioborus pictus","Parulidae","Passeriformes","Painted Redstart",0.6544036946,"Myioborus pictus","Passeriformes","Myioborus pictus"
"2620","Oporornis agilis","Parulidae","Passeriformes","Connecticut Warbler",2.694713161,"Oporornis agilis","Passeriformes","Oporornis agilis"
"2621","Oporornis formosus","Parulidae","Passeriformes","Kentucky Warbler",1.113145076,"Geothlypis formosa","Passeriformes","Geothlypis formosa"
"2622","Oporornis philadelphia","Parulidae","Passeriformes","Mourning Warbler",1.72813052009091,"Geothlypis philadelphia","Passeriformes","Geothlypis philadelphia"
"2623","Oporornis tolmiei","Parulidae","Passeriformes","MacGillivray's Warbler",1.47258084754545,"Geothlypis tolmiei","Passeriformes","Geothlypis tolmiei"
"2624","Parula americana","Parulidae","Passeriformes","Northern Parula",1.8141425991,"Setophaga americana","Passeriformes","Setophaga americana"
"2625","Parula pitiayumi","Parulidae","Passeriformes","Tropical Parula",1.55215478528571,"Setophaga pitiayumi","Passeriformes","Setophaga pitiayumi"
"2626","Parula superciliosa","Parulidae","Passeriformes","Crescent-chested Warbler",0.728520795,"Oreothlypis superciliosa","Passeriformes","Oreothlypis superciliosa"
"2627","Phaeothlypis fulvicauda","Parulidae","Passeriformes","Buff-rumped Warbler",0.27321641775,"Myiothlypis fulvicauda","Passeriformes","Myiothlypis fulvicauda"
"2628","Phaeothlypis rivularis","Parulidae","Passeriformes","Riverbank Warbler",1.389558567,"Myiothlypis rivularis","Passeriformes","Myiothlypis rivularis"
"2629","Protonotaria citrea","Parulidae","Passeriformes","Prothonotary Warbler",1.507593953,"Protonotaria citrea","Passeriformes","Protonotaria citrea"
"2630","Seiurus aurocapilla","Parulidae","Passeriformes","Ovenbird",1.6621837436,"Seiurus aurocapilla","Passeriformes","Seiurus aurocapilla"
"2631","Seiurus motacilla","Parulidae","Passeriformes","Louisiana Waterthrush",1.3181297270625,"Parkesia motacilla","Passeriformes","Parkesia motacilla"
"2632","Seiurus noveboracensis","Parulidae","Passeriformes","Northern Waterthrush",1.78984728764516,"Parkesia noveboracensis","Passeriformes","Parkesia noveboracensis"
"2633","Setophaga ruticilla","Parulidae","Passeriformes","American Redstart",1.90316932706061,"Setophaga ruticilla","Passeriformes","Setophaga ruticilla"
"2634","Teretistris fernandinae","Parulidae","Passeriformes","Yellow-headed Warbler",0.826383484,"Teretistris fernandinae","Passeriformes","Teretistris fernandinae"
"2635","Vermivora celata","Parulidae","Passeriformes","Orange-crowned Warbler",2.22026460285714,"Leiothlypis celata","Passeriformes","Leiothlypis celata"
"2636","Vermivora chrysoptera","Parulidae","Passeriformes","Golden-winged Warbler",1.3666788723,"Vermivora chrysoptera","Passeriformes","Vermivora chrysoptera"
"2637","Vermivora luciae","Parulidae","Passeriformes","Lucy's Warbler",1.097112473,"Leiothlypis luciae","Passeriformes","Leiothlypis luciae"
"2638","Vermivora peregrina","Parulidae","Passeriformes","Tennessee Warbler",2.02457959669565,"Leiothlypis peregrina","Passeriformes","Leiothlypis peregrina"
"2639","Vermivora pinus","Parulidae","Passeriformes","Blue-winged Warbler",1.49113393444444,"Vermivora cyanoptera","Passeriformes","Vermivora cyanoptera"
"2640","Vermivora ruficapilla","Parulidae","Passeriformes","Nashville Warbler",1.91969760669565,"Leiothlypis ruficapilla","Passeriformes","Leiothlypis ruficapilla"
"2641","Vermivora virginiae","Parulidae","Passeriformes","Virginia's Warbler",1.161123029,"Leiothlypis virginiae","Passeriformes","Leiothlypis virginiae"
"2642","Wilsonia canadensis","Parulidae","Passeriformes","Canada Warbler",1.8517642906875,"Cardellina canadensis","Passeriformes","Cardellina canadensis"
"2643","Wilsonia citrina","Parulidae","Passeriformes","Hooded Warbler",1.38256572536364,"Setophaga citrina","Passeriformes","Setophaga citrina"
"2644","Wilsonia pusilla","Parulidae","Passeriformes","Wilson's Warbler",2.0266263037931,"Cardellina pusilla","Passeriformes","Cardellina pusilla"
"2645","Passer diffusus","Passeridae","Passeriformes","Southern Gray-headed Sparrow",1.553288116,"Passer diffusus","Passeriformes","Passer diffusus"
"2646","Passer domesticus","Passeridae","Passeriformes","House Sparrow",2.57587307208654,"Passer domesticus","Passeriformes","Passer domesticus"
"2647","Passer domesticus","Passeridae","Passeriformes","Italian Sparrow",3.126061567,"Passer italiae","Passeriformes","Passer italiae"
"2648","Passer flaveolus","Passeridae","Passeriformes","Plain-backed Sparrow",1.605673708,"Passer flaveolus","Passeriformes","Passer flaveolus"
"2649","Passer gongonensis","Passeridae","Passeriformes","Parrot-billed Sparrow",1.600180684,"Passer gongonensis","Passeriformes","Passer gongonensis"
"2650","Passer griseus","Passeridae","Passeriformes","Northern Gray-headed Sparrow",0.9232939135,"Passer griseus","Passeriformes","Passer griseus"
"2651","Passer hispaniolensis","Passeridae","Passeriformes","Spanish Sparrow",1.71961704466667,"Passer hispaniolensis","Passeriformes","Passer hispaniolensis"
"2652","Passer luteus","Passeridae","Passeriformes","Sudan Golden Sparrow",1.903894337,"Passer luteus","Passeriformes","Passer luteus"
"2653","Passer melanurus","Passeridae","Passeriformes","Cape Sparrow",2.13272957566667,"Passer melanurus","Passeriformes","Passer melanurus"
"2654","Passer montanus","Passeridae","Passeriformes","Eurasian Tree Sparrow",2.29386110623529,"Passer montanus","Passeriformes","Passer montanus"
"2655","Passer pyrrhonotus","Passeridae","Passeriformes","Sind Sparrow",1.083232732,"Passer pyrrhonotus","Passeriformes","Passer pyrrhonotus"
"2656","Passer rufocinctus","Passeridae","Passeriformes","Kenya Rufous Sparrow",1.321720541,"Passer rufocinctus","Passeriformes","Passer rufocinctus"
"2657","Passer rutilans","Passeridae","Passeriformes","Russet Sparrow",0.650263413,"Passer cinnamomeus","Passeriformes","Passer cinnamomeus"
"2658","Passer swainsonii","Passeridae","Passeriformes","Swainson's Sparrow",2.170032134,"Passer swainsonii","Passeriformes","Passer swainsonii"
"2659","Petronia petronia","Passeridae","Passeriformes","Rock Sparrow",0.92326122175,"Petronia petronia","Passeriformes","Petronia petronia"
"2660","Petronia xanthocollis","Passeridae","Passeriformes","Yellow-throated Sparrow",0.819609009,"Gymnoris xanthocollis","Passeriformes","Gymnoris xanthocollis"
"2661","Plocepasser mahali","Passeridae","Passeriformes","White-browed Sparrow-Weaver",1.032076927,"Plocepasser mahali","Passeriformes","Plocepasser mahali"
"2662","Drymodes brunneopygia","Petroicidae","Passeriformes","Southern Scrub-Robin",0.021734722,"Drymodes brunneopygia","Passeriformes","Drymodes brunneopygia"
"2663","Eopsaltria australis","Petroicidae","Passeriformes","Eastern Yellow Robin",0.53236098575,"Eopsaltria australis","Passeriformes","Eopsaltria australis"
"2664","Eopsaltria georgiana","Petroicidae","Passeriformes","White-breasted Robin",0.292323121,"Eopsaltria georgiana","Passeriformes","Quoyornis georgianus"
"2665","Eopsaltria griseogularis","Petroicidae","Passeriformes","Western Yellow Robin",0.15830606,"Eopsaltria griseogularis","Passeriformes","Eopsaltria griseogularis"
"2666","Eopsaltria pulverulenta","Petroicidae","Passeriformes","Mangrove Robin",1.106217408,"Eopsaltria pulverulenta","Passeriformes","Peneoenanthe pulverulenta"
"2667","Heteromyias albispecularis","Petroicidae","Passeriformes","Gray-headed Robin",0,"Heteromyias cinereifrons","Passeriformes","Heteromyias cinereifrons"
"2668","Melanodryas cucullata","Petroicidae","Passeriformes","Hooded Robin",0.032510395,"Melanodryas cucullata","Passeriformes","Melanodryas cucullata"
"2669","Melanodryas vittata","Petroicidae","Passeriformes","Dusky Robin",0.160899779,"Melanodryas vittata","Passeriformes","Melanodryas vittata"
"2670","Microeca fascinans","Petroicidae","Passeriformes","Jacky-winter",0.203428470666667,"Microeca fascinans","Passeriformes","Microeca fascinans"
"2671","Microeca flavigaster","Petroicidae","Passeriformes","Lemon-bellied Flycatcher",0.590812999,"Microeca flavigaster","Passeriformes","Microeca flavigaster"
"2672","Petroica australis","Petroicidae","Passeriformes","North Island Robin",0.013169154,"Petroica longipes","Passeriformes","Petroica longipes"
"2673","Petroica australis","Petroicidae","Passeriformes","South Island Robin",0,"Petroica australis","Passeriformes","Petroica australis"
"2674","Petroica goodenovii","Petroicidae","Passeriformes","Red-capped Robin",0.478692041,"Petroica goodenovii","Passeriformes","Petroica goodenovii"
"2675","Petroica macrocephala","Petroicidae","Passeriformes","Tomtit",0.0349937705,"Petroica macrocephala","Passeriformes","Petroica macrocephala"
"2676","Petroica multicolor","Petroicidae","Passeriformes","Scarlet Robin",0.3544617808,"Petroica boodang","Passeriformes","Petroica boodang"
"2677","Petroica phoenicea","Petroicidae","Passeriformes","Flame Robin",0.529925445,"Petroica phoenicea","Passeriformes","Petroica phoenicea"
"2678","Petroica rodinogaster","Petroicidae","Passeriformes","Pink Robin",0.7312482625,"Petroica rodinogaster","Passeriformes","Petroica rodinogaster"
"2679","Petroica rosea","Petroicidae","Passeriformes","Rose Robin",0.802506713,"Petroica rosea","Passeriformes","Petroica rosea"
"2680","Poecilodryas superciliosa","Petroicidae","Passeriformes","White-browed Robin",1.566706023,"Poecilodryas superciliosa","Passeriformes","Poecilodryas superciliosa"
"2681","Tregellasia capito","Petroicidae","Passeriformes","Pale-yellow Robin",0.04754086,"Tregellasia capito","Passeriformes","Tregellasia capito"
